label,sentence
0,Dobrá kvalita za dobrou cenu
1,Nemá regulaci výkonu (jen přisávání vzduchu)
1,Delší šnůru by to chtělo 
0,"Jsem s víceúčelovým vysavačem spokojená. já ho spíš používám na čištění koberců, mohu říct, že koberce vyčistí líp než jakýkoliv profi stroj"
1,"U baterie chybí signalizace, kdy je plně nabitá, svítí pouze kontrolka připojení k síti. Náhradní baterie - cena vyšší než 1/2 ceny přístroje"
0,"Krásný vzhled, malý a dobře uschovatelný, bezsáčkový s dobře vymývajícím se filtrem"
0,"Chtěla jsem bezsáčkový na vodu a vybrala jsem na základě recenzí. Proti minulému bezsáčkovému je tento na vodu daleko lepší. Tvrdé plochy vysává velmi dobře, na koberci to trochu drhne. Skvělé je přisvícení na podlahové hubici (je vidět každé smítko). Nikde se nemotá přívodní šňůra. Obsluha se nemusí při vysávání moc předklánět (záda děkují). Ke všem výhodám je třeba přičíst i velmi zdařilý vzhled (moc pěkný)"
0,Poměr cena výkon příznivý
1,Zboží nebylo skladem jak bylo uváděnobylo k odběru až třetí den
0,Všestranní jak pro dílnu tak pro domácnost
0,Malé a lehké provedení. Možno vysávat bez sáčku
0,Vítěz d-testu pro rok 2016
1,"Jediné co mi vadí, že vysavač nemá navíjení el. šňůry"
0,Je lehký a skladný
1,Ne úplně dobře funguje navinování kabelu
0,Špičkový vysavač vhodný i ke zvířatům
0,Snadná manipulace i v malých prostorech
1,"Asi problémy s drobnými zaschlými lístky, nepodstatné"
0,Velice lehký a výborná manipulace
0,"Je velice tichý, lehký, kompaktní. Snadné čištění a vyprázdnění boxu"
0,Suprová mašina. oproti starému vysavači je to neskutečná změna. turbo kartáče jsou opravdu turbo. tichý s pěkným designem. jsme nadšeni
1,"Krátká dobíjecí šňůra, u předešlého modelu jsme měli delší. Jiná barevná kombinace vyobrazená na krabici, což mně po rozbalení černé fólie docela zarazilo, ale výrobek byl barevně v pořádku. na krabici byla správná samolepka, se správnou barevnou kombinací"
1,Uchopení vysavače je zaměnitelné s uchopením nádoby na prach
1,Až čas ukáže jaká je kvalita
0,Super výkon saje krásně a dlouho vysávám každý den cca 2-3 min a ještě jsem ho nevybil. je to týden co ho používám a jede fakt skvěle. snadno se čistí. super dlouhý nástavec nemusím se ohýbat
1,Klidně bych snesl delší kabel
0,"Dobře vysává, příznivá cena"
1,Malá výdrž baterie na jedno nabití
0,Na rychlé vysání pokoje s domácím zvířetem super
1,Větší náročnost na údržbu. Celkem složitá výměna nádržky na vodu
1,"Mohl by byt delsi napajeci kabel, ale staci, no"
1,Umělohmotné trubky jsou měkké (ohýbají se při vysávání)
0,"Praktický pomocník na špínu v koutech, i v aute. Jednoduché rozebrání a čistení"
0,"Saje dobře, akorát jsem hned poškrabala vršek, když jsem se snažila zajet pod topení"
0,"Splňuji vše,co jsem chtěla.dobrý tah,ne moc hlučný,výborná cena"
0,Nad očekávání výkonný vysavač
0,Snadný úklid po domácích mazlíčcích
0,"Vypadá jako dětská hračka, ale je překvapivě výkonný. Bez problémů vyluxuje i psí chlupy z koberce. Za tu cenu velmi dobrý"
1,"Fakt stručný až nedostatečný popis a návod, minimální doporučení o provozu. Myslel jsem, že kupuji nejvybavenější verzi, ale chybí samonavíjení el. přívodu, což mi při jeho délce (a ceně vysavače) vadí. Nemá kruhový nástavec se štětinami na odstraňování prachu, naštěstí mi tam pasuje jiný, starší"
1,Zatím jsme vyzkoušeli jen málo
0,"Jednoduchá obsluha, super výkon, používáme na nejnižší výkon"
1,Krátká hubice se zalomením. Přiložená plochá hubice je k ničemu
1,Na rohy a zákoutí či místa jako pod nočním stolkem si pořídit druhý vysavač s hubicí
1,"Nepříjemná manipulace a instalace hadičky pro přívod čisticího roztoku. Vysavač neumí vysávat do vody, jsou nutné sáčky"
1,Horší manipulace s nádobou pro vylití
1,Na nic negativního jsem zatím nepřišla
1,Není držátko pro horizontální přenášení. Kvalita provedení nevypadá moc dobře. Není držák pro druhou hubici. Kobercová hubice je špatná
0,Jsme vysocí a tenhle vysavač nám úplně vyhovuje
1,"Velmi silný sací výkon, nutno regulovat"
1,Krátka šnura ale dá se
1,Kratsi teleskopicka tyc a trochu tezsi pro prenaseni
1,Hlavní hubice špatně jezdí po koberci
1,"Vysavač je účinný, ale postrádám regulaci síly sání"
0,Dobrý výkon za dobrou cenu
1,Mohla by být přívodná šnůra do zásuvky delší
1,"Přenášení vysavače za rukověť manuál nedoporučuje,jak tedy?"
1,"Možná může někomu vadit maličko větší hlučnost, mě je to šumák"
1,"Objednávka byla 16.10.do dneška t.j.31.10.jsem vysavač nedostal,ani vyrozumění o stavu objednávky"
0,Krásně pobere i chlupy po čtyřnohým mazlíčcích
0,"Oceňuji přepravní tašku, bohaté potřebné doplňkové příslušenství, vhodný a líbivý tvar, přijatelný výkon a dostatečně dlouhý napájecí kabel"
0,Výborný poměr - cena - výkon
0,"Výrobek je velice kvalitní, za rozumnou cenu, tichý, spolehlivý v a třídě se spoustou nástavců a vše funguje jak má"
0,Relativně tichý v porovnání s nejlevější konkurencí
1,Bez sáčku nemá smysl vysávat
0,Velmi dobrý sací výkon
0,Vysaje a zároveň i vytře
0,"Sací výkon, nízká hlučnost"
0,V dané cenové kategorii nemá konkurenci. mechanické sklepávání filtru
1,"Rotační kartáč, i když je sklopný, nezajede pod nábytek. nádobka na prach by mohla být větší"
1,Ucho plast. nádoby na vodu je špatně umístěno - směrem ven - hrozí prasknutí při nárazu do např stěny. snad vydrží :-)
0,"Dobře saje, vydrží déle nabitý"
1,Chybí regulace výkonu přímo na vysavači. Kolečka vysavače se točí ztuha
0,Dobrá ovladatelnost na kolečkách
0,"Nesrovnatelně lepší, než bateriové produkty"
1,"Malý tah. nevhodné nástavce. bez nástavce nesaje,"
1,Hodilo by se madlo na těle vysavače
0,Sací síla funkčnost cena
1,Výdech vzduchu fouká přímo do obličeje. Hepa filtr se velmi špatně čistí
1,Kratší šňůra k napájení
0,Deltová hlavice se dostane opravdu všude
0,Mobilní vysavač na rychlé vysátí drobků a kočičích chlupů
0,Od značky leifheit mám více výrobků a se všemi jsem spokojena
1,"Krátká šnůra, jinak není co vytknout"
1,"Saci trubice a hubice, je velmi nekvalitni, prisava vsude vzduch a tim se snizuje kvalita vysavani, ocelova teleskopicka trubice je kratka"
1,"Výrobce by mohl ještě zapracovat na snížení hlučnosti. Bylo by vhodné k vysavači dodávat i vůně!. Dále bych doporučil alespoň dva sací výkony. Jeden pracovnmí, druhý př. čističe vzduchu(filtr vhodné pro alergiky) s přidáním vůně atd"
0,Jednoduché čištění filtru a snadná demontáž nádoby na nečistoty
0,"Dobře vysává i psí chlupy, dobře se udržuje"
1,Horší přístup na vyčištění filtru
1,"Dlouhé trubky, ale to je díky mé výšce subjektivní názor"
0,"Poněkud hlučný,ale jde to"
1,"Při použití nedoporučené hubice na koberec,teprve frčí"
1,"Nemá regulaci výkonu sání, takže volné koberce by někdy chtělo přitlouct k podlaze. má krátší hlavní sací trubici"
0,Levný a výkonný stroj
0,Vysavač je v této cenové relaci bezkonkurenční.saje jak divej!!!!!!!dílenské zpracování prfektní.hromada vychytávek.když ho zapnu tak nekejchám jako u jiných vysavačů
1,"Příslušenství neobsahuje štěrbinovou hubici. Příslušenství je nutno skladovat někde bokem, není uskladnitelné uvnitř vysavače. předchozí vysavač tuto moznost měl. možná to není obvyklé, nezahrnuji do celkového hodnocení"
1,Nešťastně umístěné držadlo pro přenášení vysavače
1,Pro vyšší lidi je nižší
1,Příslušenství musí být uloženo mimo držák vysavače
0,"Vysaje vše od hladkých povrchů, přes čalounění auta po průyslové zátěžové koberce"
1,"Při nabíjení není patrné, kdy je nabitý, rychle se zanáší filt"
1,"Nižší sací výkon, který ale částečně redukuje rotační kartáč, dlouhá doba nabíjení"
0,Jednoduchá manipulace. tepuje také dobře
1,"Zatím nevím,ještě jsem vysavač nepoužila"
0,System odstranovani chlupu z rotacni hlavice
1,Nedáváte český manuál jesti by to bylo možné tak mi ho pošlete na adresu marie pazderková smilovy hory 48     39152 okr. tábor
0,"Výdrž baterie snadná čistitelnost filtrů, design"
1,Slabší výkon na koberci
0,Vysoký výkon v poměru k ceně
1,Pouze příště koupím dražší typ s indikátorem nabití baterie a nástavci. Jinak se nic nedá vytknout
1,"Saje ale úplně mizerně, ruční vysavač za pár kaček saje asi stejně. Zásobník na odpad je malý, na velký byt vysypáváte pořád. Plastic bombastic, párkrát bouchnete o roh, nohu gauče a bude prasklina"
0,"Dobrá účinnost vysávání,nízký příkon el.energie,snadná manipulace se strojem"
0,"Příznivá cena, dostačující výkon"
1,"Je sice těžký, ale kdo se nemusí tahat do schodů , tak váha není problém"
1,Uchycení teleskopické trubky v hadici by mohlo být pevnější - trubka vypadává
1,Nástavce se dají nasadit pouze na dlouhou tyč
0,"Dobra cena, ovsem koupeno v akci. drazsi soucastky pri oprave"
1,Za tuto cenu by som očakaval ovladanu zásuvku
0,"Je super hlavně na sedací soupravu, úžasně vysává chlupy po naší čivavce, kabel je dostatečně dlouhý, jsem nadšená a spokojená, vysávání je tiché oproti rowente kterou jsem používala do této doby, mohu jen doporučit"
0,"Lehký do ruky, snadná manipulace, výkonný"
0,Dá se s ním i vytírat podlaha
0,Kvalitní vysavač za dobrou cenu.spokojenost
1,"Je spolehlivý, dobře vysává"
1,Trochu obtížnější manipulace při vysávání
0,"Za nízkou cenu skvělý vysavač. rodiče jsou spokojení. když měli předchozí vysavač eta, tak si pošťačka myslela, že jim v obýváků přistává letadlo"
1,Bojí se ho kočičky  :d
0,"Perfektní způsob vysypání i čištění filtru. Skutečně zajede do všech rohů. Vzhledem ke slabšímu tahu mi nenasává záclony, které jsou až u podlahy :-)"
1,Mohl být delší kabel
0,Lehký a hned po ruce
1,Žádné proti jsem nenašla :-)
0,"Vysavač má jen samé výhody,nevýhodu jsem nenašla žádnou"
0,Je na vodu a nemusím shánět sáčky
1,Pro starší hůře ovladatelné uvolňování krytu v případě čištění
0,Velky saci vykon ktery lze regulovat otocnym ovladacem. Mozny provoz se sackem i bez  sacku. Elektricka zasuvka na naradi se spinanim. Dlouha  vysavaci hadice a privodni kabel. Podlahova hubice s gumou na mokre vysavani. Lze pouzit dve velikosti sacku (mensi a vetsi). Vaha plneho vysavace napr. se suti je porad  jeste ok (muz). Velky objem odpadni nadoby 25l. Taky moznost slabsiho foukani  lehkeho bordelu ( napr polystyren kulicky) na hromadu
0,"Siný vysavač, více funkcí"
1,Výrobce má co zlepšovat
0,"Výborný vysavač splňuje vše ,co jsem očekávala"
1,"Vaha 7 kg, ale s tim se dalo pocitat, je tam kvalitni motor"
0,Díky silné bat.funguje jak má
1,"Mohla by být regulace sání ve větším rozsahu, nejen pomocí otevírání klapky na rukojeti"
1,Sací výkon by mohl být vyšší. Vyjmutí odpadní nádoby jde dost 'ztuha'
0,"Oproti starému vysavači, který slyšeli i sousedi, je tento absolutně potichý a je slyšet jen zvuk vysávaného vzduchu. paráda je, když okamžitě vidíte, kolik binčusu vysajete, když dovysáváte místnost, kde si myslíte, že je celkem čisto"
1,Slabý výkon na luxování koberce
1,Po krátké zkušenosti nic !
1,Krátký el. kabel. mohl by být o metr delší
0,"Výborná sací schopnost, lehká manipulace, turbokartáč, likvidace prachu bez sáčků, bohaté příslušenství"
1,"Trošku hůř jde vyndávat ruční vysavač, chce to trochu cviku"
0,Skvělý výkon - dvě rychlosti. Provoz na nabití přes 30 minut. Lehký a dobře ovladatelný
0,Kvalita za rozumnou cenu
0,Dostane se téměř všude
0,"Překvapil silným sacím výkonem, i když je uvedena kategorie na koberce ,,d,,. Není zapotřebí dalších investic na sáčky, filtr je omyvatelný"
1,"Trochu obtížně se vydělává a znovu dává ruční vysavač. Ruční vysavač moc nesaje, zdá se mi, že je slabý"
1,Má problémy s kamínky na podlaze auta
1,"Nekvalitní plastové trubky, jsou moc měkké a rozpojují se"
1,Horší pohyb po kobercích
1,"Nejde nastavit větší či menší sací výkon,"
1,Hůře se otvírá nádobka
0,"Velmi spokojena,neverila jsema le po pouziti jsem velice spokojena"
0,Za dobrou cenu dobrý vysavač
1,Slabé čerpadlo na šampónování
1,Mohl by silněji sát
1,"Vůbec nic, je to to nejlepší na čištění koberců a čalounění co jsem kdy měla"
0,Rozměrově a manipulačně dobrý. Uváděná doba výdrže nabitého vysavače
1,Uvítal bych lepší návod
1,Rukojeť od nádobky na prach lze snadno zaměnit s rukojetí vysavače a tím vysavač poškodit
0,Super sací síla byl jsem fakt překvapen. Dokovací stanice (možno položit i přidělat na zeď)
0,"Oproti i velmi kvalitním strojům které jsou 3 x dražší výborný tah, dlouhá hadice chytře řešené příslušenství"
0,"Příliš krátká doba, ale zatím spokojenost"
0,"Nastaven na vysavani ruznych povrchu, snadna manipulace, slusna vybava"
0,"Vysavač jsem koupil především jako mobilní odsávání prachu pro ruční brusku, pokosovou pilu a frézu. Má redukci průměru hadice, takže většinou se dá bez problémů připojit. Regulace otáček, zásuvka pro nářadí a funce foukání tento vysavač staví do stejné pozice jako je nilfisk alto 26-2l, který je ale skoro o tisícovku dražší"
1,Hodně dílů je pouze z plastu - není jisté jak dlouho vydrží
0,"Jednoduchý vysavač na opravdovou špínu. příjemně lehký a tedy snadno přenositelný. pokud jde o občasné vysávání auta nebo v rámci rodinného domu, dobře poslouží"
1,Trošku fórové plastové části
0,"Cena je vyšší, nicméně je to skvělý pomocník v domácnosti"
0,"Zatím jsem ho nevyzkousela,je to dárek"
0,"Vysavač přišel asi do dvou dní. mám ho pár dní a jsem s ním zatím spokojena.velmi lehký, výkonný a velký výběr příslušenství"
0,Vysavač co opravdu vysává a nepráší zpět. Po vysávání je vzduch bez zápachu oproti klasickému. Náhradní díly za rozumné ceny
1,Nevhodné na koberce s dlouhým chlupem
1,Integrovaný kartáček na rukojeti a  parketová hubice má krátké štětiny
0,Hubice na btvdé podlahy
0,"Vysavač je vzhledově hezký. Jednoduché skladování,nemusí se rozebírat. Docela snadno se s ním manipuluje"
1,Neexistence napájení ze závěsného  napáječe - při připojování k napáječi nutnost nadbytečné manipulace s konektorem. v návodu na použití o této manipulaci není zmínka což tento typ nabíječe značně znevýhodňuje
0,"Vysavač je bezdrátový,výborně saje,hlavně žádná šňúra se neplete"
1,"Nemá regulaci sání, pouze na rukojeti"
0,Na svoji váhu disponuje úžasným výkonem
1,"Snad jen trubky by mohli být kovové, při jeho sacím výkonu se musíte do toho trou opřít a tím  pádem se trochu prohýbají"
0,Super na psí chlupy. Otáčení do všech stran
0,Dobře vysává i koberec s nižším vlasem a hlavně bez tahání kabelu za sebou
1,Drahé originální vliesové sáčky. případná jejich náhrada levnějšími není samozřejmě výrobcem doporučovaná a může vést ke ztrátě záruky
0,"Bez kabelu,dobrý sací výkon, rotující kartáč dobrý i na kobercích"
1,Sací hadice a trubka nic moc materiál
0,Má všechno co potřebuji pro úklid
0,"Dobre se vysypava nadobka. Smeti a i prach sbira vyborne. Slouzi jako pohotost misto velkeho vysavace, protoze mame zaka a on je veliky cunatko"
0,"Dal jsem na recenze,supr masina"
1,"Pokud se dobíjecí základna přidělá na zeď, nelze nasadit vysavač ve složeném stavu"
1,Mokré vysávání dodnes jsem po měsíci nepřišla na to jak to udělat. návod jeden řádek kde vám napiší jaký máte použít filtr tot vše
0,Velmi dobrý poměr sací výkon cena
0,Velké množství různých hubic a nástavců
0,Dobře vysává na kobercích
0,Skvěle vysává i na minimum
0,Dobrý poměr cena / výkon
1,"Trochu hlučnější a mohl by mít lepší knoflík na zapínání, ale jinak dobrý"
1,Kabel mohl mít systém navíjení
0,Nízká výfuková prašnost a hlučnost vysavače
0,Mohla byť pribalená ešte jedna batéria
1,"Relativně chudé příslušenství, nedostupnost sáčků v běžné síti"
0,Za nízkou cenu hodně muziky
1,"Nemá úložný prostor na příslušenství. Nemá v nabídce kartáč na prach,který by se nasadil na teleskopickou trubku"
1,"Časově náročnější údržba vysavače-vodníka, oproti klasickým vysavačům"
1,Tvar vysavače a koncepce držáku zabírají hodně místa
1,Při suchém vysávání by mohl být vyšší sací výkon
1,Malý zásobník na prach
1,Uvydime jak dlouho vydrzi
1,Relativně dlouhá nabíjecí doba
1,Špatně se vydělává hadice z vysavače
0,Jako dárek supr do auta
0,"Za nizkou cenu kvalitní výrobek.výborný sací výkon,saje krásně chlupy po kocourovy i z gauče.lehký,snadná udržba.vhodný i do většího bytu"
0,"Vysavač elektrolux jsem již měla a mám s ním velmi dobré zkušenosti. i tento typ nezklamal. je lehký na přenášení. má výborný sací výkon, jednoduché ovládání"
1,Malá vysávací trubice - člověk se musí hrbit
1,Vyšší hlučnost a že se nadá navinout zpět automaticky přívodová šňůra
1,Složité čištění po použití
1,Výkon je na malé kusové koberce až příliš silný (přicucnou se)
1,Hlučnost a rychlé zahřívání
1,"Jediná nevýhoda je, že pri vybratí hadice ostane otvor do sáčku a prachom otvorený, lepšie by bylo keby tam bola nejaká automatická zaklopka, aby nehrozilo prašenie"
1,"Chybí nějaký pořádný úchop pro přenášení, ten který vysavač má není  moc praktický"
0,Prodloužená záruka na 5let
1,Snad jen ta výdrž ale co bych chtěl po baterii? :-)
0,"Dobrá cena, bohaté příslušenství ,velmi tichý chod  při nižších otáčkách"
1,Při vyndavání příručního luxu je třeba provlíknout celou šňuru. Mohl by lépe jezdit po koberci. Není možnost vyměnit filtr
0,Redukce na elektrické nářadí
0,Poměrně lehký do ruky. Sací výkon odpovídá ceně
0,Možnost vysávat bez sáčků. Není kam namotat sací hadici
0,"Pěkný design, šikovný tvar vysávacího konce"
1,"Některé plasty jsou velmi jemné až fórové. Tím pádem se např. mřížka hepafiltru sama uvolňuje a vypadává, ačkoliv je v pořádku. Kvůli nízké hmotnosti se občas vysavač sám překlopí na stranu. Elektrický kabel je také dosti 'jemný', tedy se snadno někde zadrhne (pod dveřími). Součástí balení není náhradní filtr, tedy pokud ho vyperete, neysáváte, u předchozího vysavače byly 2 na výměnu"
0,"Sháněli jsme vysavač výkonný, bezsáčkový-naše volba padla na tento typ"
0,"Malá hmotnost, tichý chod, výborná sací síla"
1,Pro ženu celkem těžká sací rukojeť
1,Při vysávání prachu dochází k statickým výbojům z hadice. doporučuji antistatickou hadici
1,"Umělohmotné hadice, při vysávání se prohýbají, ale dá se to zvládnout. snad se nezlomí"
0,Vše v jednom úkonu
0,"Až překvapivý sací výkon, celkem pěkný design, tichý (více je slyšet proudící vzduch než motor) a příslušenství, hlavně turbo kartáč"
1,Hlučnost by mohla být nižší
1,Na nic jsem nepřišla
1,Cekala jsem vetsi vykon
0,"Rychlé dobíjení, vysavač je ihned po ruce"
0,Vysypává se odklopením dna
1,"Bodík strhávám za prachový filtr, který se docela špatně čistí"
1,Chtělo by to nižší hlučnost
0,Možnost nastavit si výkon
0,Poměrně dobrý sací výkon
1,Otvírání prostoru se sáčkem jde dost ztuha. těsnění dvířek i filtrů není detailně těsné. hubice na podlahu nemá pojezdová kolečka
1,Zatím nemám nic proti
0,Napajení  ze zasuvky nemusí se řešit baterie .snadno se ovládá
0,Bezsáčkový vysavač za rozumnou cenu
0,Jednoduchá manipulace při vyjímání nádobky s prachem
1,"Plastové tyče, hadice nevypadají moc kvalitně"
0,Výborně a hlavně lehce se se strojem manipuluje hlavně pro mne jelikož jsem nemocná na záda usnadňuje mi to denodenní čištění podlahy a na koberce super
0,"Sání je velice účinné. Manželka si na vysavač nestěžuje, což je pro mne  hlavní výhoda. Konstruktér se snažil obsluhu co nejvíc usnadnit. Nejlepší vysavač hodnocený v časopisem dtest"
0,"Dlouhá hadice i přívodní kabel, silný sací výkon"
1,Nástavec dizajnove nic moc používám stary
0,Snadná obsluha a manipulace
0,"Vynikající stroj na tvrdé podlahy i koberce. Výborně přejíždí přes nerovnosti. Silný motor 1200w,přitom tichý. Mnoho příslušenství ve výbavě i možnost dokoupení u miele. Kvalitní zpracování made in germany"
0,Za tu cenu ok. Co o vysavači píší to platí
0,Je pro operativní použití
0,"Postavíš ho do kouta a stojí. Saje jak ďábel, máme vodníka a po něm ještě sebere bordel , ale to dělá ten rotační kartáč. Na takové to občasné přejetí po nějaké akci, třeba zdobení stromečku nebo dělání chlebíčků nebo přivrtávání lustru nebo návrat z restaurace je super"
1,"Nemá úchyt pro zvednutí z vodorovné polohy, jen vepředu ze svislé polohy"
0,Vykon je celkem vysoky oproti jinemu na tuzkove baterie
0,"Malý výkonný vysavač, v domácnosti máme dva"
1,"Ruční vysavač má jen plochou hubici, při sbírání prachu z nábytku  je nutné podložit rukou, jinak nadělá čáry. Kromě základní hlavice s rotačním kartáčem nemá žádné další nástavce, např kartáčovou hubici nebo štěrbinovou hubici. Výkon je dostatečný na průběžný úklid, ale jednou za čas je potřeba koberec vysát nějakým opravdu silným vysavačem, aby odstranil hluboko zadupaný prach. Ruční vysavač měl sloužit k rychlému odsátí vzduchu při balení věcí do vakuových pytlů. díky absenci kulaté hubice na to nelze použít. Bílá barva vypadá krásně, dokud je nový. je potřeba ho pravidelně po úklidu otřít"
0,Dělá to co jsem cekal. vyniajicí na chlupy
1,"Chtělo by zvětšit prostor pro odpadky, filtr zabere velkou část objemu, pokud se dá tkaninový filtr tak se nemůže díky stabilnímu filtru vůbec rozumně naplnit"
1,"Teleskopická tyč by mohla být delší, aby se člověk při vysávání tolik neohýbal"
1,Přístroj má veškeré nedostatky víceúčelových vysavačů
0,Perfektně vysává psí chlupy
1,Nic   az na to ze jsem koukala po modernejsi verzi vzhledove ale tenhle mi staci --dost financni rozdil
1,Má bohužel krátký kabel. A když se nakloní a nebo převrátí přestane fungovat musí se vypnout otevřít a pak až zase funguje
0,"Bez papírových sáčků, nemusí se dokupovat"
0,Má sílu vysává perfektně uvidíme casem
0,Nízký výkon a opravdu dobrý tah. Pohodlné čistění odpadové nádoby
0,"Vždycky jsem chtěla vysavač s možností vysávání do vody, ale pro jejich cenovou nedostupnost jsem si ho nemohla koupit. a tento je cenově dostupný a hlavně dobře luxuje"
0,"Spousta přídavných nástavců, které vůbec nebyly uvedeny v nabídce. velký rádius. slušná cena"
1,Nelze uchytit na zeď. Kartáč vysoko nad podlahou
1,Chybí mi regulace tahu vysávání.je jen malá regulace na tyči.je potřeba se s ním naučit vysávát.má opravdu silný tah
0,"Vysává perfektně a to máme doma zvířata,čistí sedačky i koberce,jsem ráda,že nemusím kupovat žádné sáčky,do větších bytů je perfektní"
1,Horší manipulace s vysávací hlavicí
0,Vzhled a tichý běh a je velice lehký :)
0,Malý prostor pro skladování
1,"Přívodní kabel není samonavíjecí, překáží při luxování"
1,Šňůra by mohla být delší
1,"Po druhém luxování se odlepil sběrný pásek na sací hlavici, ale poradil jsem si"
0,"Bezva táhne, používám ho děnně, je to pracant"
0,"Zdá se, že jde o kvalitní výrobek"
0,Mobilni pro maly byt vynikajici a hlavne je bezsackovy
1,"Filtr je za chvili plny prachu,musi se casto vysypavat,prach lita vsude"
1,Snad jen krátký kabel
0,Skvělý výkon při tomto příkonu
0,Dobře vysává i tvrdé podlahy
1,"Návod není příliš srozumitelný. Spínač čerpadla by měl mít jinou barvu, takto je možná záměna"
1,Musi se casto vysypavat (maly objem 'sacku')
0,"Koupil jsem tento aku vysavač  z důvodu shodných aku baterií s aku vrtačkou, kterou již mám půl roku koupenou"
1,Mala 'hlavice' na vysavani
0,Vyhovuje pro menší plochy
1,"Nakolko nefungoval rotačný kartáč, výrobok som vrátila"
0,"Jde o můj druhý stejný výrobek,spokojenost odpovídá ceně"
0,Zatím funguje jak má
1,"Při nabíjení svítí indikátor (světýlko), které bohužel jen signalizuje, že se nabíjí, ale nikoliv, že je přístroj již nabitý"
1,"Dioda nabíjení je opravdu noční lampička. Při vysypávání je občas problém vysypat všechny nečistoty. Příslušenství není součást vysavače ani stojánku. Jen nimh baterie, uvidíme co udělá v budoucnu"
1,Lehce profukující regulátor vzduchu. Nemá namotavání el. kabelu - ale za ty peníze se nedá ani čekat
1,Mohla by být delší přívodní šňůra
0,"Má připojení i do auta,. Včetně dalších speciálních dílů pro vysávání auta"
0,Je velmi operativní na drobné nečistoty. Splňuje přesně mé požadavky
0,"Splňuje to, co jsem očekávala, tedy kvalitní a lehké zametání podlah"
0,Za cenu 6 tis. je to dle mého názoru asi nejlepší co se dá sehnat
1,"Papirové sáčky mají hroznou kvalitu, nic nevydrží, filtr se hned zahltí a nevysává to"
1,Chybí jemná štětka na prach na kulatých předmětech
1,Nejsou k dostání sms sáčky
0,Výborný pomocník pro rychlý běžný úklid
0,Oddělené nádrže na čistou a špinavou vodu
0,"Jako průmyslový vysavač pro použití do sklepa zcela dostatečné. Kvalitní výkon, zpracování, design"
1,Vysoký příkon 2.200 w (takže trošku 'žere')
1,"Zatím nic,vysavač mám krátkou dobu"
0,Doporučila mi produkt kamarádka
1,Nemá nožičky a nechodí se sám vysypat :-)
1,Nelze navinout přívodní šňůru
1,"Odnímatelný podvozek od nádoby na vodu by byl příjemnější na manipulaci, ale není to kritická vada"
0,Vysavač naprosto stejné konstrukce jako vax vcc 07. jednoduchý
1,Nádržka na odpad by mohla být trochu větší
0,Za danou cenu není co vytknout
0,Splňuje mé požadavky na čištění čalouněných  a  podlahových povrchů
0,"Dobře vysává-zatím,je vždy po ruce bez tahání kabelu"
1,Cena - ta ale odpovídá vyjimečnosti a kvalitě produktu
0,"Vysavač máme krátkou dobu, zatím spokojenost, je velice tichý"
0,"Rotační kartáč fakt sbírá vlasy a nepořádek z koberce, ale musí mít krátký vlas"
0,"Je lehký, tudíž se dobře přenáší, v porovnání s naším předchozím vysavačem skutečně vysává, nízká hlučnost"
0,"Akorat do ruky, pekne vysavá,dobrý tah, jsem moc spokojená"
0,Baterie pro více zřízení
1,"Pouze vysává, ale nekropí, takže např. při mytí podlah, oken, koberců a čalounění je potřeba mít v druhé ruce rozprašovač s vodou a čístícím prostředkem, jednou rukou kropit a druhou vysávát. ale to není závada, nýbrž vlastnost, takže v pořádku"
0,Skvěle vysává koberce i parkety
0,Má různé vysávací hlavice
0,Výkon i vybavení překonal mé představy
1,"Časově náročnější vysávání , nalít vodu, vylít, umýt vysavač"
0,Dělá to k čemu je určen
1,Horší navíjení přívodní šňůry
0,"Vysavač jako takový super, perfektně saje a je velmi tichý"
1,Držadlo hubice se mi zdá zbytečně těžké
0,"Miele - pro mě záruka kvality, alespoň pokud jde o vysavače. philips, eta a jiné značky se mi zpravidla po dvou, třech letech náročného provozu porouchaly. zatímco miele vydrží léta"
0,Již jsem měl (mám) starší typ. velice spokojen
1,"Menší sací výkon, chybí indikace úplného dobití akumulátoru :-("
0,"Výkon 1500 w, zásuvka, bezsáčková provozu, je to můj druhý vysavač narex, první vydržel cca 15 let, uvidím co vydrží tento"
1,Držák na zeď je poměrně měkký a podajný
1,Horší kvalita použitého materialu
0,"Vodní filtrace, nepráší, snadná údržba. Mytí čalounění a koberců vodou. Výborně bere kočičí chlupy. Vhodný i na lino a podlahy"
0,"Potřebné nástavce v přihrádce vysavače, nepráší zpátky,"
1,"Je trochu problematické vyčistit bezsáčkový filtr,prach zůstává v místech, kde se špatně čistí. V popisu není uvedena informace o sacím výkonu"
0,"Výborná cena vs výkon,dlouha hadice a dostatek příslušenstvý"
0,"Automatické nastavení sání, hepa filtr 13, tichý"
0,Betelné výrobek od pana karchera. Jednoduché poskládání i pro opicu. Pětimetrový kabel je akurát. V téhle edici je přidanej ten vysavač na popel z peca / krba - zkusil jsem ho a funguje perfektně (palec hore)
1,Při nižším výkonu nedoléhá hadice k  úchytu ve vysavači a nasává se vzduch ve spoji. Teleskopická tyč se na hadici jen nasouvá a občas vypadne
0,"Funguje dobře, přesně tak, jak se od něho očekává"
1,"Nutnost držet prstem po celou po celou vysávání spínač.po 15min se člověk těší,že dochází sací vykon a bude třeba přístroj nabíjet"
1,Slabý sací výkon! nabíjecí akumulátory!
