label,sentence
0,"Velký dosah, snadná práce se šňůrou. Dobře se nosí i parkuje"
1,"Proplachuje se při spuštění, takže to poměrně zdržuje první šálek, pak ovšem funguje velmi rychle a automatické vypnutí lze nastavit až na 3 hodiny"
1,"Všechny součástí kávovaru jsou plastové, což nepůsobí příliš luxusním dojmem, ale odpovídá to ceně"
0,"Moderní pračka za přijatelnou cenu, navíc potěšil i dárek od dodavatele"
1,"Nemohu zatím posoudit, neb jsem ještě vše nevyzkoušel,"
1,"Při neopatrném vysypání cyklonu do koše se zvedne prach a usadí se na vnější straně cyklonu, odkud je potřeba jej setřít. Nemá baterii, potřeba hlídat kabel, ideálně jej držet v ruce. Přechod na provoz s hadicí chvilku trvá. je třeba vytáhnout rukojeť  a připojit oba konce nesené hadice. Cyklon pojme méně prachu než sáček sáčkového vysavače. Filtry je občas nutno čistit.  první je nutno omýt vodou a nechat uschnout, druhý oklepat. Při manipulaci je možné zavadit o nesené příslušenství a to pak spadne"
1,Šňůra mohla být navíjecí. Součástí tepovače mohla být trubice na čištění čalounění
0,Velké příslušenství a 5 l  sáček na smetí
1,"Hloubka velmi nestandadní 78 cm, nutno s tím počítat"
0,Splňuje svůj účel. velikost ideální. tak snad vydrží co nejdéle
1,"Není na konci pracího programu zvukové znamení, jinak je skvělá"
1,Hlučnost ale s tím jsem počítala už jsem ho měla
1,"V návodu i na internetu psáno automatické odmrazování - nemá, ale pod výparník dám misku a občas vyleji :-)"
0,"Kvalitní zpracování,záruka po registraci 5let.české popisky"
0,Už jsem v něm sekala mandle. naprosto perfektní lepší jak nožem. a během chvilky
1,Špatně se čistí tryska na páru
0,Zatím pereme jen krátce ale spokojeně
1,Náročnější a časté čištění
1,"Skleněné police (zdají se křehké), nevydrží to, co drátěné. Useknuté zadní rohy u nádoby na zeleninu - nevyužitý prostor"
1,Trochu težší do ruky
1,Mám jej krátce takže zatím o negativech tohoto výrobku nevím
0,Kombinace pračky i sušičky
1,"Příliš moc umělohmotný !. Od pohledu nedokonalé a málo trvanlivé hnací a hnané ústrojí. Vypadá to , že málo vydrží a moc toho nenamixuje !!!"
0,"Malé rozměry, příznivá cena, malá spotřeba energií, krátká doba praní"
1,V manuálu nedostatečně vysvětleny všechny ikony které se zobrazuji na panelu pračky
1,Nádoba na vodu není vyndávací
1,Červená šňůra u černého spotřebiče
0,"Funkční a přehledné nastavení  z dostatečného výběru pracích programů(v této cenové kategorii), tichý chod, velmi dobře vyprané prádlo, kvalitní zpracování, dobrý design a prémiová značka. slušný  poměr cena a výkon. Značka bosch, která by měla být jistější zárukou kvality. Technické parametry, úsporná energetická třída"
1,"Mohl by byt delsi napajeci kabel, ale staci, no"
1,"Lepší návod k použití,možná i nějaký ten recept by neškodil"
1,Krátká trubička parní trysky. Jen dvě intenzity kávy
1,Špatně se mi nasazuje spařovací jednotka aq nepodařilo se mi zatím otočit mlýnkem - hrubost mletí
0,"Maximální využití prostoru tichý provoz,výborná"
0,"Lehký vysavač, dobře se s ním pracuje, snadno se dostane do prostorů, kam se můj starý vysavač nedostal, výhoda, že se při práci neplete šňůra. Dobré recenze na tento typ tyčového vysavače"
0,Pračku jsem zakoupila náhradou za starou stejného typu. s tímto produktem jsem byla v minulosti spokojena
0,"Důležité je nezapomenout vyšroubovat zabezpečovací šrouby bubnu na zadní straně pračky. Dobrá pračka , dobrá cena"
1,Plastové doplňky by mohly být z kvalitnějšího materiálu
0,Naprostá spokojenost - výborná káva
1,"Zatím jsem nepřišla na nic co bych mohla vytknout,když jsem si vysavač vybírala nelíbila se mi bílá barva.teď musím říct ,že 'bílá'mu sluší"
0,Zamete a vytře najednou. Poloviční čas oproti zametání a stírání. Po použití nezůstává podlaha nadměrně mokrá
0,"Dobrá cena, má mražáček. Píská na mě, když mám déle otevřená dvířka"
0,"Řada nástavců, dlouhá el. šňůra, tichý chod"
1,"Přístroj je poněkud hlučnější, nicméně hluk je snesitelný"
1,Mohla mít akustický signál po ukončení cyklu
0,Poměr cena a třída a+++
0,Akorát tak pro malou rodinu
1,Plocha pro šálky se opravdu hned při prvním použití odře
0,"Čisté linie, tichá, velký a prakticky řešený úložný prostor"
0,"Pračka odpovídá parametrům, hezký vzhled, poměrně tichá"
1,"Nahlas probublává. prý to není závada. doufal jsem, že bude tichá takto je normální"
0,Pračku jsem si vybrala pro její menší rozměry a skladba. Programů mně zcela vyhovuje
1,"Když se pořádně nedotáhne, teče při mixování"
1,"Hlučnější ale nelze si na to stezovat, v navodu na to upozornuji. asi je to bezne u vestavnych lednic nebo jsem to u te stare uz nevnimala (zvyk?)"
1,Tak na dvě kávičky
0,Skladný - lze postavit do rohu
1,Horší přístup k filtru čerpadla
1,Zatím o žádné nevím
1,"Kdesi jsem se dočetl, že se dá ovládat přes aplikaci nedá. Asi po 5ti dnech používání se značně změnil zvuk, když vytéká káva. na funkčnost to nemá vliv. snad to bude v pořádku i nadále"
0,Skvělý poměr cena výkon
0,Velmi hospodárná (nízká spotřeba vody i energie + krátký program)
0,Kvalita za rozumnou cenu
0,Trvale svítící nabíjení nevadí. dobře vyvážený do ruky je důležitější
1,Příprava pouze kávy do menšího hrnečku. nepořádek při nandavání kávy
1,"Trubky a nástavce jen zasunovací, ne zacvakavací. Příslušenství se skladuje mimo vysavač"
0,"Máme krátce, těžko hodnotit, zatím velká spokojenost"
1,Mohl by být úložný vak
1,"Pro někoho může být nevýhodou plastová nádoba, já jsem ale spokojena. předtím jsem měla mixér se skleněnou nádobou (jinou značku) a manipulace s ní byla obtížná a  nádoba se hůř myla"
0,"Pěkný desing, funkčnost, snadná obsluha a údržba"
1,Trochu těžko jdou dvířka od mražáku
1,"Špatné informace na oficiálních stránkách výrobce. Nemá 50,70,80 a 95°c jen 20 30 40 60 90°c. Otáčky jen 400 800 1000 a 1400 - 600 a 1200 docela chybí. Není možno nastavit  snadné žehlení, hygiene+ a extra máchání dohromady- vždy jen jedno. Byla špinavá, trošku promáčklá nad displayem a jeden krycí plast nahoře trošku odchlípnutý. Při ždímání se docela dost třese. Nebyla u ní vanička na tekuté prací prostředky. Reklama na smart touch - nemusela by tím být polepená, i když to šlo dobře dolů"
0,"Slušná výdrž potravin, ty pokročilé funkce jako vnitřní ventilace pro udržení klimatických zón nebo antibakteriální filtr asi opravdu fungují. Byla za rozumnou cenu (v rámci předvánočních slev a s akcí cashback)"
1,"Mám porouchaný kus - přerušuje se přívod elektřiny,musím nechat opravit"
1,Žádné jsem nenašla funguje tak jak bylo psáno
1,"Snad jen, že přívodní kabel by mohl být trochu delší"
0,"Přijatelná cena, v kombinaci s mlýnkem není, co dodat. Pěkný a funkční design. Možnost připravit kávu dle vlastních představ. V příslušenství jsou sítka na jednu a dvě dávky, a to jak s jednoduchým, tak s dvojitým dnem. Výborný a rychlý mlýnek, jemné nastavení hrubosti mletí, snadná údržba"
0,Super účinná a rychlá příprava praktický
1,"Prostor 'mražáčku' není až tak moc mrazící,"
0,"Sada příslušenství,vyhovuje mi pro vysávání hrubých nečistot,zatím spokojenost"
0,"Malé rozměry, bezhlučnost, moderní design"
0,Výborná kávička v domácím prostředí
1,"Výkon neodpovídá uvedeným parametrům. na to že je uvedeno 14,500 ot/min si mixér bohužel neporadil ani s naměkčenými zrny dýně či máku. Nože snad ne zcela štastně funkční v ohledu k velikosti a tvaru nádob"
1,Za pár dní používání jsem žádnou negativitu zatím nenašel i když dvířka působí velké otvor do pračky po otevření je standartní
0,"O dost levnější, než v obchodě"
0,"Mám produkt krátkou dobu ,zatím dobré"
1,"Akustiská signalizace po 60 sekundách otevřené lednice spíše obtěžuje. Boky lednice jsou jen v laku šedé metalízy. Zadní část lednice (kondenzátor) je promitivní, ale dostačující. jiné lednice od konkurence mají zadní část zakrytovanou. u beko rcna je starý typ konstrukce lednice + nové možnosti co se týče vybavení, jako je led osvětlení a beznámrazovost. V mrazáku se větrák po otevření nevypne. Lze nastavit výška jen vrchní poličky, nelze nastavovat výšku ostatních poliček, paradoxně nevyšší polička je nejprostornější, ale opravdu moc vysoko. Připadne mi opravdu hlučná v porovnání se starou lednicí, ale stále přijatelné. Ukazuje pouze nastavenou-žádanou hodnotu, ale né skutečnou aktuální v lednici nebo v mrazáku"
0,Suprová mašina. oproti starému vysavači je to neskutečná změna. turbo kartáče jsou opravdu turbo. tichý s pěkným designem. jsme nadšeni
1,"Jediné mínus ,je při nabíjení stále rozsvícená kontrolka. ale jde o to si pamatovat kdy ho dal člověk nabíjet a není problém. Jinak nemám nic proti"
0,"Mísa má protiskluzný povrch. Menší miska má malinké přísavky a tak také velmi dobře drží. Lepší skladnost přístroje, zabere mnohem méně místa než ruční. Přívod elektřiny z kroucené šňůry je super - nemotá se vám kabel při vaření. Tyč s nožem je z kovu - oproti levnějším přístrojům drží perfektně a je pevná"
0,"Tichý chod, dobrá skladba programu, dobře pere, zatím spokojenost"
1,"Po sušení je třeba čistit, zanesené nečistoty na těsnění dvířek, ale to je u všech kombinovaných praček se sušičkou"
0,"Velká možnost kombinování programů, jednoduché ovládání. Velký buben a dvířka, vypere peřinu. Funkce páry, která po vyprání prádlo trochu dosuší a načechrá, že většinu není nutno žehlit"
0,Výborný malý trubokatáč na zvířezí srts na jakémkoliv povrchu. Na nízký výkon tichý
0,"Největší výhoda je vysávání špinavé vody, která nezůstává v koberci. to ale zvládnou i levnější stroje"
1,"Naprosto nevhodné víčko z měkké gumy (špatně se s ním manipuluje, pokud je špinavé, a potřebujete mixer otevřít a něco do nádoby přidat. Malý otvor ve víčku, na přidávání věcí během procesu. Nešťastně tvarovaná (málo hluboká) hubička na nalévání, pokud je mixovaná hmota hustší, je vylití obsahu komplikovanější"
0,Vyhovují mě 4 nádobky 
1,"Než se vysavač sestaví,tak to chvíli trvá a rozložení umytí také.musela jsem zakoupit i sáčky,aby i děti mohli vysávat,aniž bych jim ho napřed nychystala"
1,Otevirani dveri jen na jednu stranu. zmena za priplatek
0,Tichá a hlavně prostorná
0,Děla silnou kávu :-)
1,"Krátký kabel, ale není problém koupit si prodlužovačku :)"
1,"Páku nelze umístit do uvedené polohy. velmi hlasitý, drnčí, hrníčky poskakují, nelze dát 2 hrníčky vedle sebe, při použití dávkovače pro dvě kávy, přístroj vodu neprotlačí a nevytvoří pěnu, pokud se použije dávkovač pro jednu kávu, káva je výborná"
0,"Lehce přenosná, doplněk k velké pračce"
1,"Koberce saje tak silně, že musím ubírat na regulaci, abych mohl pohybovat hubicí"
1,Úzké jsou láhve při umývání. pro ženskou ruku hodně natěsno
0,"Kvalitní  a přitom elegantní provedení, velmi výkonný a přitom tichý"
1,Nemá krycí lišty u chladící části (chladicí mřížka je vidět z boku u stěny)
0,"Dobrý výběr programů, běžný standard , spolehlivá zatím"
1,"Ze začátku slyšitelné nelibé kníkavé zvuky, nyní již snad adaptovaná. Nerezová úprava se rychle špiní. Na jiné i levnější lednice od této značky je 10 let záruka na kompresor, ale u této nikoliv. V předchozí lednici s mrazákem byla úzká zásuvka na led, u této nikoliv a tak se musí plastové tvořítko umisťovat do zásuvky mrazáku, kde na nerovném povrchu hrozí rozlití vody před zamražením. Přívodní kabel se zásuvkou je o 10 cm kratší než u předchozí 15leté chladničky stejné značky"
0,"Jsem velice spokojená, tento výrobek se rovná mnohem dražším"
0,"Skvělá káva, naprostá spokojenost se všemi funkcemi"
1,"Možná trochu větší hlučnost, ale zřejmě standard - jako 90 procent vysavačů"
1,"Vyšší hlučnost, ale dá se na to zvyknout"
0,Super poměr cena a výkon
0,"Dobře se ovládá,jednoduchý . Starší hnací jednotka už nefunguje. Výhodou kontabilita se starším příslušenstvím. Spokojenost s tímto výrobkem"
1,"Snad jen pozor při prvním usazení lednice na spodní pant dveří,který je při zatažených nožičkách zcela u země. někdo tu psal,že si protrhl lino"
0,Zatím vše super jak bylo v popise
1,"Parní vysavač je dost těžký při práci se vám překáží elektrický kabel, pod sedačku či postele se dostanete jen když jsou vyšší !"
0,Kvalita od firmy saeco !
1,"Spodní přihrádka na zeleninu je v jednom celku a pokud je plná, hůř se vytahuje"
1,Nemá deklarované vlastnosti uvedené na stránkách výrobce - zboží vráceno dodavateli
1,"Malý rozsah regulace (na hadici), z hubicí na koberce se skoro nedá pohybovat (přisaje se - nemá malá kolečka)"
1,Když se sepne chlazení docela hlasitě cvakne. Chybí mi police na láhve. Není určena pro lidi pod 170 cm  :)
1,Chybí madlo pro snadnější přenášení
1,"V návodu jsem nenašla nic o technologii air flow, kterou měla pračka mít"
1,Zatím o žádné nevím
0,"Kávovar delonghi ec680r,je perfektní,dělá espresso krémové s nádhernou pěnou,jsem s ním nadšena po všech stránkách,protože už jsem měla 2 páková espressa a obě jsem musela reklamovat.je i výborný,že na lince nezabere moc místa"
0,"Snadné otevírání dvířek i bubnu. Rychlý režim “denní” praní (45 min, 30 stupňů). Efektivní ždímání (prádlo téměř suché)"
1,"Hadice je až zbytečně dlouhá. Nemá oklep (nebo jsem nepřišel na to, jak se aktivuje)"
1,"Mám jisté pochybnosti ohledně plastových čepů k uchycení metliček, ale zatím s nimi nebyl žádný problém a plast působí bitelně"
0,"Široké využití, nezabírá prostor, výborná obsluha"
1,Rovný výstup z hadice. Sací hubice nevhodná na koberce. Chybí mi regulace otáček
0,Zatím v provozu bez komplikací
0,Výhoda má samostatný klepač
1,Při praní se dostávají malé kousky oblečení ( dětské ponožky ) pod sklo dvířek
1,Nastavitelné jen přední nožičky
0,"Rozmixuje vše, a to hned. Potraviny rozmixované ve vakuu nemají vzduchové bublinky"
0,Skvělé madlo na otevírání
1,Slabá metla na šlehání
0,"Velký výkon,tichý chod,líbivý vzhled,perfektní provedení"
0,Odmrazování jak chladící tak mrazící části. Zóny na zeleninu+ovoce a maso + ryby
0,"Vynikající pomocník pro každodenní rychlý úklid. lithiový akumulátor, rotační kartáč s vlastním motorem, dobrá filtrace i nejjemnějšího prachu, osvětlení vysávané plochy před hubicí, dostupnost náhradních dílů v eta obchodech, český spolehlivý výrobce"
0,Zatím vše co jsem od něj očekával splňuje. používam jej krátkou dobu tak uvidíme. pracuje každý den a jsem s ním spokojen
1,Při nasati pěny plive vodu do okolí. Zbytečně dlouhá hubice když se nasadí hubice na čalounění. Mohla by být delší sací hadice. Navijeni kabelu by neuškodilo i když řešení by bylo zřejmě složité. Trochu plastové a ne moc kvalitní provedení spoustě vody na tepovani
0,Spousta programů a možností volby
1,"Zatim o zadne nevim. Lehce hlucnejsi, ale ne moc"
1,"Trichtyr na filtr nema zamek pro zamknuti do pozice, i kdyz navod jej uvadi. sice trichtyr drzi vlastni vahou, ale zamek by drip-stop funkci delal lepsi oporu"
0,"Tichý provoz, kvalitní sání jak na tvrdých podlahách, tak na koberci, nízká hmotnost a menší velikost - naprosto dostatečné pro menší byt"
1,"Nmemám pocit, že bych byl nepříjemně překvapen"
0,Prohledá zásobník na nečistoty
1,Krátká šňura k napájení
1,"Horší manipulace, dost těžký"
0,"Otáčecí mísa, 5 rychlostí, držák na nástavce, odnímatelný mixér"
1,"Zatím bez problému, pouze u lednice nebylo nic z čeho by šlo cokoliv vyčíst, musela jsem pátrat na internetu atd.,celkem problém"
1,Místo drátěné poličky na lahve bych uvítal skleněnou poličku navíc
1,"Pozor na max. hladinu, je nutno napouštět na min. jinak se voda dostane k předmotorovému filtru"
0,Dobře a rychle mixuje
0,"Tichá , pere dobře , za rozumné peníze dost muziky"
0,Je mohutný a zároveń lehký
0,Pro praní v menším množství ok
0,"Nikde neprotíká, snad jen trošku po malých kapičkách"
1,Malý tubonástavec na max výkon řve jako krá*a(ale nemusíte jet na max výkon)
1,Madlo musel jsem odstranit kvuli prostoru
1,Chybí kolečka na snadný přesun
0,"Chytře řešený zásobník na aviváž a prášek, nechá se lehce vyjmout a snadno vymýt. Přehledné české menu,dotyková tlačítka. Speciální programy na peřiny, lůžkoviny,záclony, rifle . Překvapivě celkem tichá při praní i při ždímání"
1,Nemám žádnou negativní poznámku
1,Chybí výstup vzduchu! elektrostatický náboj
1,"Nemohu produkt hodnotit,vůbec jsem ho nepoužil"
0,"Moznost nastavit velkost kavy podla seba, uplne ina chut a vona kavy oproti kapsulovemu"
1,V obchodě se nedají objednat sáčky k tomuto produktu
1,"Zvuk -  je stále trochu slyšet, což je nezvyk po lednici, která hučela jen nárazově"
1,Metličky na šlehání by mohly být pevnější
1,Velká spotřeba kávy :-)
0,"Dobře chladí, je přehledná"
0,Levný a relativně kvalitní výrobek
1,Návod k použití je nepraktický
0,"Je menší, nezabere moc místa, zatím naprostá spokojenost"
1,Zahřívá se rychleji než předchozí mixér
0,Hodí se do malé kuchyně
1,Zatím jsem žádné nezjistil
0,"Velmi lehký přístroj ve srovnání s předchozím,perfektní práce"
1,Výkon by mohl být větší
1,Dvířka v mrazicí části padají
1,Nejasný návod na montáž
0,"Byl to dárek,ale stejný máme několik roků"
0,"Pevná konstrukce, pevné nerezové metly"
1,Při ruznorodem vysavání se poměrne rychle ucpal filtr a bylo ho třeba vyčístit. vodu jsem nevysaval!
0,Menší hloubka- pronesli jsme ji 60cm širokými dveřmi bez nutnosti oddělení  některých dílů
0,"Zatím vyzkoušena jen párkrát, zatím spokojenost. vše funguje jak má"
1,"Tlačítka na přístroji jsou dost „hluboko“, takže se někdy hůř mačkají"
1,"Možná jen to, že si musí člověk pohlídat zastavení, samo se to nevypne"
0,"Oproti předchozímu modelu plno vylepšení, guma na víku od kávy, tišší. Lépe vydává horkou vodu, bez prskání"
1,"Trochu nemile mě jako milovníka většího obsahu v hrnečku překvapila maximální dávka kávy 60ml. český návod je v pořádku, jen písmena jsou opravdu miniaturní"
1,"Pouze 1000 otáček (ale mně to stačí) a někomu může vadit, že je jen na 5 kg prádla. Po vyprání je prádlo nakolik vyždímané, že nevoní aviváží! :))"
1,Pouze delší prací doba
1,"Krátká přívodní šňůra,špatně se vyndává madlo"
1,Mírná hlučnost při přípravě
1,Docela brzy se zahřívá a to považuji za nevýhodu
0,"Jsem velmi spokojena. je malý, ale opravdu výkonný"
0,Jsem velice spokojen a naplnilo to naši představu
0,"V pračce jsme od dodání prali 3x, zatím dobré,více nemohu hodnotit (málo vyzkoušená)"
0,Vysoké metly i pro větší množství těsta. Metly se dobře čistí. Šňůru lze omotat a zajistit při ukládání
1,"Po 30s chodu vyhorel motor :-)  , takze reklamace. doufam, ze dalsi kus jiz bude fungovat jak ma. Otacky by mohli byt vyssi"
0,"Mám jej doma a jsem spokojený. káva espresso je vynikající (samozřejmě, když máte kvalitní kávu, nikoli standard z robusty!)"
0,"Super pomocník,  překvapil sacím výkonem pro každodenní úklid, hlučný tak akorát, pohodlný při používání"
1,Nevyždímá malé množství prádla - nevyváženost bubnu
0,Pro čtyřčlennou rodinu ideální velikost. Pokud nepotřebujete mrazák - velikostně k nezaplacení. Tichá - opravdu neslyšitelná - i když máte kuchyň součástí obytné místnosti
0,"Vysoký příkon, možnost plynulé regulace otáček, nerezový nádstavec, 6ti letá záruka na motor"
1,Skleněná nádoba je dost těžká. Víko se špatně nasazuje přes těsnění. Na udávaných 1000w mixuje mnohem hůř než můj starý s 550w
0,Vždy okamžitě při ruce
0,Zle regulovat intenzitu sání
1,"Nemá to držák či nějaký kryt na trysku na spáry, takže se vám bude někde povalovat"
0,"I díky recenzím jsem si vybrala ten správný produkt, zkušenosti zatím nemám"
1,Na šlehání jsou lepší 2 šlehací metly
0,Výrobek nám velmi vyhovuje. káva z něj je chutná. Káva je rychle překapaná. Díky termokonvici vydrží dlouho teplá
0,Ticha neni skoro slyšet. Velka lednice mrazak dostacujici. Mam ji 14 dnu a zatim  je na celkove hodnocení brzo. Šlape jak hodiny :))
0,Velmi snadná  a rychlá obsluha
0,Plní svůj účel ovoce je dobře rozmaxované
1,Zatím se plně osvědčil
1,Dveře od ledničky jdou těžko otevírat
1,O žádném zatím nevím
0,"Po čtyřech letech jsem si zakoupila ten samý výrobek, jsem s ním spokojená"
0,"Poměr cena - výkon -> energetická třída a++ za tyhle peníze je super. Stříbrný design - byť je na tom možná vidět paradoxně víc než na bílé, ale hodí se mi k jiným spotřebičům a kuchyně aspoň není odporně bílá. Šuplíky v lednici a rozvržení prostoru bez připomínek. Mrazák není třeba rozmrazovat víc jak cca 1x za rok, třeba i méně. já ho vytěžuji na maximum a po víceméně dvou letech ho budu rozmrazovat teprve podruhé, a to to dost přeháním (poprvé jsem ho chtěl uklidit, nebylo třeba rozmrazovat)"
0,"Velmi tichý chod, možnost plynulého  zvyšování otáček"
1,"Docela malá nádobka, ale problém to není"
1,Bohužel zda se že dveře se sami zavírají ať rovná lednici jak chci nic platné a též se namrazuje a mám vodu i v suplikach na zeleninu už bych to nekoupila
1,Velice špatná manipulace s odnímatelnou hlavicí pro adáptér připojení odsávání k el. nářadí.  ještě se mi ho nepodařilo sundat. odjištění západek prostě nefunguje
0,"Má pěkný design, je tichá, ovládání je srozumitelné. pere dobře"
1,"Naprogramované množství vody do šálku je asi hodně přibližně, občas dá víc, až přetéká, nebo méně. Dost nízký prostor pro sklenici na latte macchiato"
1,Zatím žádnou nevýhodu jsem nepozorovala
1,"Návod k obsluze má mizerný fotky, takže při prvním použití jsem dlouho bádal co a jak. Čištění po použití je dost náročný"
1,Čekal jsem kvalitnější a propracovanější zpracování
1,Zatím jsem na nic nepřišla
0,"Kvalita za super cenu. Již 3 pračka této značky, která vydrží i 15let při praní 3x do týdne"
0,Individuální nastavení teploty a otáček. Funkce rychlé praní express sníží dobu praní
1,"Nezvládně příliš tvrdé věci (semena, led)"
0,"Velká dvířka , velký buben, možnost přidávat během praní,menší rozměr"
1,Jen to zaviraci vicko
0,"Dobrá cena a dobrá zkušenost s ostatními výrobky firmy. Velká nádoba na sekání (1,5 l). Součástí je disk na strouhání - poměrně jednoduchá výměna. Fajn je protiskluzové dno nádoby. Příjemné ovládání, plynulé nastavení min - max. rychlosti"
1,Káva není dle mých představ
1,"Výhodou by bylo, kdyby kartáč na čištění byl rotační"
0,Rychlé praní malých dávek
1,Dané příslušenství nelze uložit dovnitř vysavače
0,Se spravnou hubici pomerne tichy
0,Poměr výkon / cena
0,Prodloužená záruka v ceně
1,Nmá kolečka na snadnější popojíždění
1,Nemám absolutně žádná negativa
1,Ruční vysavač nemá přepínač na polohu zapnuto/vypnuto. vypínač se při používání musí držet
0,V jednoduchosti je krása - super provedení
1,"Velmi špatně čitelné označení pro mrazící a chladící část na displeji - nechápu, proč nesvítí"
0,Jednoduchost a výborná práce
0,"Vypadá pěkně,2 lahve v ceně"
0,Mixer má velké příslušenství. Dobrá pomoc v kuchyni
1,"Snad jen,že nemá držák na lahve"
1,"Vysavač je poměrně velký a těžký, po prvním použití parkovacího držáku pro hubici na zadní straně se lyžiny ulomily, jsou z fórové umělé hmoty!!!. Šňůra by mohla být delší"
0,"Produkt výborný, dodání otřesné - čekání a doprošováni se doručení"
1,Příliš malý háček na napájecí kabel. Slabé spony na držení hadice
1,Hlučnost - přístroj vrácen a zakoupen jiný
0,"Velmi překvapil, kvalita za rozumnou cenu"
0,"Dobrá ovladatelnost, praktičnost, zatím žádný problém -  spokojenost"
0,Dobře vysává i koberec s nižším vlasem a hlavně bez tahání kabelu za sebou
1,"Je o trochu hlučnější, než jsem si představoval"
0,"Naprostá spokojenost. výborná káva a prvotřídní cappuccino. I když jsou ceny všude stejné, nabídku i menší slevu"
1,Nejdou navolit samostatně teploty a časy praní. moc dlouhé prací časy. Nesrozumitelný manuál. vložte detergent (asi prášek) nivelizujte pračku (vyrovnejte) a další blbosti
0,Rychlé dodání.pračka super nízká cena
1,Standardně nastaveny jen 3 velikosti kávy
0,Funguje v pohodě. za tuto cenu je to standard
0,Odpovídá uváděným údajům a parametrům
1,"Bylo napsáno, možnost zakoupení rozbaleného zboží, po sejmutí kartonu jsem zjistil, že lednice je poškozená a to celkem dost, jako by na ní něco spadlo snad bude fungovat, zatím ji nemohu vyzkoušet z důvodů rekonstrukce"
0,Vysává jak má !
1,Doprava jeste mi od 9.12 neprisel a to je 13.12  doprava ktera mela navic bejt zdarma byla dobre zapocitana nyni se zaplati jen o 1kc vic navic bylo uctovano 14kc phe misto 12kc
1,Malé množství surovin je problém
0,"Při praní velmi tichá, ani se nehne. Přehledné ovládání, pračka komunikuje v češtině"
0,"Kvalitní  výrobek, splňuje  požadavky"
0,Je menší než některý jiný typ a zatím spolehlivý
0,Kvalitní káva s kvalitní pěnou. Relativně málo hlučný a poměrně i rychlý. Samotný vzhled kávovaru je také dobrý. Chytrý - upozorní vás téměř na vše - od nedostatku vody po kompletní vyčištění
0,Na víkendovou chatu je lednička ecg ert 10850 wa+ postačující
0,Zabránění šíření prachu -zpět do vysávaného prostoru. Možnost víceúčelového využití - čištění
0,Na 12 kg prádla
1,"Hloubka 40 centimetru ne merena v nejuzsim miste, coz mohou delat opravdu jen korejciokolo bubnu je to skoro o deset cisel vice. nezjistil jsem jestli je mozne vymenit odpadni hadici-je zabudovana na pevno"
1,"Třetí nevýhoda: regulátor teploty není uvnitř, ale na zadní stěně zvenku. takže když jedete na týden pryč, chcete trochu stáhnout chlazení, musíte lednici odsunout od zdi nebo prostě vytrhnout šňůru ze zdi"
0,"Zatím jsem pouze vyzkoušela, zdá se dobrý, bez podstatných závad, metly na šlehání sedí dobře, vyšlehá se i malé množství. hnětací háky jsem ještě nezkoušela"
1,Pri prvom pouzití bol cítit spaleny plast
1,Prakticky nelze obrátit otvírání dvířek - při instalaci pantů do předvrtaných závitů je mezi těsněním a tělem chladničky cca 5mm
0,Děti to s ním baví. Na bateriový vysavač má dlouhou výdrž
0,"Jelikož jsme potřebovali do hloubky i do šířky malé rozměry chladničky, tak nám tato plně vyhovuje (máme ji pouze jako doplněk na letní období ke klasické ledničce s mražákem). Je tichá, dobře chladí (uvidíme, jak to bude v horkých dnech, ale jelikož má kompresor, tak by to mělo být bez problému)"
1,"Hlavní spínač špatně reaguje, jinak nic"
1,"Snad jen vyšší hmotnost a prostor potřebný pro instalaci, ale s tím se u produktů tohoto typu počítá"
1,"Silonové převody, asi dlouho nevydrží"
0,Šamponování                                                                         výkon motoru                                                                                sací schopnost                                                                                     vodní filtr
1,Výrobek mám chvilku - zatím jsem žádné proti neobjevila
1,"Krátká výdrž baterie, krátká živostnost baterie, slabý sací výkon"
0,Úzká pračka i do malých prostorů
0,"Skvělý mixér, hodně příslušenství, tím, že jsem si jej objednala i s food processorem, tak vyřeší vše, co potřebuji nakrájet, rozsekat, rozdrtit, rozmixovat. Nelituji nákupu, mixér je výkonný. Na základní doplňky je v balení přibalen praktický organizér, bohužel food processor + jeho příslušenství už tak skladné není. Plastové nádobky - výhodou je snadná manipulace a lehkost"
1,"Nedostane se úplně do rohů, což jsem ale dopředu věděla, občas za sebou zanechává 'čmouhy', ale pozitiva užívání čističe převažují :)"
1,V obchodě nemají náhradní filtry a je krátká hadice a přívodní kabel
1,"Na plnou pračku jsou vhodné jen 2 programy a to na bavlnu a trvají déle než 2 hodiny. Při jednom pracím cyklu nejen napouští a vypouští vodu, ale i ždímá prádlo nejméně třikrát, což mi připadne zbytečné. Nejkratší program má 45 minut a je pouze na velmi malé množství prádla"
1,"Nestejný výtok kávy s trysek-jeden hrnek přeplněný,druhý poloviční-asi nestejná rovina výtoku trysek"
0,Vynikající mletá káva nižší náklady na šálek kávy
1,Objednávky kapslí na dálku
1,Po 20 dnech použítí se rozbil mlýnek
1,Trošku horší násypky pro prášek a aviváž
1,"Vyšší cena. ale bohužel tohle moc firem nedělá, konkurence minimální, ceny proto vyšponované nahoru. Dripper je plastový v tomto setu (není v nabídce set se skleněným dripperem)"
0,Opravdu velký výkon a tichý cho
1,"Není tlačítko k vypnutí, vypíná se jen přes zásuvku"
