	text	predicted_label	confidence	actual_label
893	Chybejici lze donahrat pres mobil.	1	0.989	0
894	Na některých místech musím nechat vysavač stát.	1	0.997	0
895	Prošly mi rukama automatické kávovary od různých výrobců.	1	0.990	0
896	Ten plastový špuntík ve víčku se dá použít jako odměrka.	1	0.992	0
897	Zelenina musí být opravdu tvrdá (jen mladé cukety bez měkkého středu) a dostatečně velká (tenká mrkev je problém).	0	0.958	1
898	Špatně ovladatelné pro slabší ruce.	0	0.999	1
899	Ktery ukazuje jestli je hadice na privod vody poskozena a ma se vymenit.	1	0.994	0
900	Tím přístroj vypadá hezky a nic nepřekáží okolo.	1	0.994	0
901	Design lednice vcelku uspokojivý.	0	0.991	1
902	Dle recenzí i u nás obrovsky stoupla spotřeba kávy a mléka :-) :-).	1	0.984	0
903	Nejdůležitějším faktorem pro mě bylo to.	1	0.987	0
904	Možná je to o něco lepší.	1	0.979	0
905	Předchozí typ byl složitý.	1	0.992	0
906	Ale uvedené by kandidovalo na a+++ :-).	1	0.992	0
907	Jak jsem se domníval.	0	0.937	1
908	Takže to do výsledné ceny ani nezahrnuji).	1	0.882	0
909	A proto nemohu připojit k zásuvce.	0	0.983	1
910	Cena – ale byť není z nejlevnějších.	0	0.982	1
911	Není to vždy samozřejmé.	1	0.954	0
912	Možná budou potřeba po devíti letech renovaci.	0	0.936	1
913	Takže se krásně vleze do malé koupelny.	1	0.756	0
914	Systém automatického vyvažování prádla má rezervy.	0	0.962	1
915	Tak si koupím jiný typ.	0	0.991	1
916	Já ho spíš používám na čištění koberců.	1	0.969	0
917	Že se nevešla do nově upravených výtahů - ocenili jsme madla vytvořená u dna i vršku lednice.	1	0.923	0
918	Výkon motoru a nožů.	1	0.992	0
919	Ale celkově jsem s ním spokojená a určitě bych ho doporučila ostatním kuchařkám.	0	0.987	1
920	Co se to děje.	0	0.987	1
921	Že sestava neobsahuje hlavu pro drcení.	1	0.997	0
922	Taháte ji za sebou po místnosti.	0	0.990	1
923	Pokud se káva přihřívá.	1	0.984	0
924	Hloubka 665 mm - vyrábějí se i 700 mm - pak lednice vystupuje z okolního nábytku! klimatická třída sn až t.	1	0.918	0
925	Ale výsledek stojí  za to.	1	0.985	0
926	Jednalo se o cíchy.	1	0.987	0
927	Popisky v angličtině (vystavený kus v obchodě je měl v čj).	0	0.986	1
928	Ze které se to pak pije.	1	0.889	0
929	Stojánek stojí nebo se dá pověsit.	1	0.995	0
930	Pro někoho možná i cena.	0	0.999	1
931	Možno naprogramovat teplotu a množství vody.	1	0.975	0
932	Pračku mám krátce zatím jsem spokojená.	0	0.998	1
933	Výborná káva sice málo pěny.	1	0.983	0
934	Prádlo hodit do bubnu a znovu spustit program.	0	0.980	1
935	Že v těchto vedrech asi musí.	1	0.990	0
936	Uspořádání polic  je nastaveno výrobcem a nelze jej měnit.	1	0.997	0
937	Tu lze snadno dokoupit za 50 až 100 kč.	0	0.995	1
938	Spousta možností nastavení kávy a uložení nastavení.	1	0.994	0
939	Používám je v keramické dílně takže dostávají celkem zabtat.	1	0.992	0
940	Cvakání v topení a nastartované auto v dálce za zavřeným oknem.	0	0.512	1
941	Neměla by odkapávat žádná voda.	0	0.990	1
942	V obytné místnosti by mě to asi obtěžovalo.	1	0.996	0
943	Já tento kávovar používám pouze na přípravu čaje a jeho příprava je rovněž bezproblémová.	1	0.994	0
944	Mam zkusenosti s jinym typem.	0	0.992	1
945	Ovládání není v českém jazyce.	0	0.893	1
946	Ale přesto v klidu vypere 6 kg prádla.	1	0.979	0
947	V manuálu žádný popis.	0	0.997	1
948	Zatím jsem na žádnou nepřišla.	1	0.969	0
949	Na výšku se vejde 1 šálek max.	0	0.997	1
950	Malý prostor na doporučené sklenice pro cappuccino a latte.	0	0.993	1
951	Kuličky na metlách těsto nadýchají.	1	0.995	0
952	Možnost vyměnit strany otevírání.	1	0.952	0
953	Výhodou jsou dvě rychlosti.	1	0.988	0
954	Po te uplne vycichne.	0	0.609	1
955	Kompresor je v provozu jen pár min denně.	1	0.995	0
956	Balení obsahuje i nepotřebné časti.	0	0.999	1
957	Takže hodnocení kávovaru neprovádím.	1	0.976	0
958	Takže ven jde jen čistý vzduch.	1	0.961	0
959	Zatím krátce v provozu.	1	0.976	0
960	Mám ho krátce ale vše je plast tak uvidíme jak dlouho vydrží.	0	0.616	1
961	V rd v pohode.	0	0.989	1
962	Ani ne měsíc a je v opravě.	0	0.992	1
963	Po 19 letech výměna staré bosch pračky.	1	0.959	0
964	One touch je něco.	1	0.997	0
965	Že drobek musím nohou trochu šoupnout.	1	0.997	0
966	Doporučuji přečíst návod a skutečně dodržet krok po kroku.	0	0.996	1
967	Lahve také-dávám je do myčky.	1	0.985	0
968	Levné a křehčeji působící plasty.	0	0.991	1
969	Nabíjecí bezšňůrové mají nedostatečný výkon.	1	0.996	0
970	Ale překvapila mne ta velikost.	0	0.972	1
971	Nemusí se přelévat do jiných přenosných nádobek.	1	0.988	0
972	Hrnce zbytečně zabírající místo.	1	0.997	0
973	Šířka pouze 16 cm.	1	0.993	0
974	Díky tvaru zůstane vždy nějaká káva v nádobě.	0	0.995	1
975	Velké dveře s širokým úhlem otevření.	1	0.947	0
976	Snad jen ta značka sencor.	0	0.892	1
977	Vcelku malá hlučnost při ždímání.	1	0.993	0
978	Profesionální zařízení pro denní použití.	1	0.986	0
979	Chladnička oproti whirpoolu méně chladí.	0	0.999	1
980	Kdy si jistý člověk pořídil lednici liebherr za 20.	1	0.978	0
981	Ovšem vše se šlehá rychle.	0	0.997	1
982	Který však ani po reklamaci nedodáte.	0	0.791	1
983	Ani prázdný šálek 'nepochoduje'.	1	0.985	0
984	Nádoba lehce vyndatená s čistitelná.	1	0.992	0
985	Ikdyž ji nemám kompresorem ke zdi.	1	0.986	0
986	Naštěstí to není tak hrozné.	1	0.556	0
987	Zatím žádné-krátká doba užívání.	0	0.996	1
988	Když tuhle lednici dovezl dopravce.	1	0.875	0
989	Když jsem nechala pračku.	1	0.987	0
990	Náhradní díly jsou k sehnání u autorizovaného servisu.	1	0.884	0
991	Jsou odemčena okamžitě po zmačknutí tlačítka start/pauza a poté znovu program pokračuje.	1	0.761	0
992	Nastavení hrubosti mletí na opravdu jemné.	1	0.995	0
993	Takže se nepořádek nedostane ven.	1	0.667	0
994	Nadbytečný výkon včetně možnosti jeho regulace.	1	0.996	0
995	Po použití mám lepší pocit čistoty než za použití klasického vytření pomocí hadru.	1	0.996	0
996	Ale zatím jezdí dobře.	0	0.996	1
997	Kéž by mě i tento přežil :((( ještě čeká na vyzkoušení.	1	0.990	0
998	Lednice kolem nuly a mrazák -16.	0	0.996	1
999	Dobře se drží v ruce.	1	0.997	0
1000	Strčí do kapsy ty moderní uhlíkové s filtry.	1	0.990	0
1001	Přívodní kabel není samonavíjecí.	0	0.909	1
1002	Kolik zbývá ještě skutečně času do konce praní.	0	0.992	1
1003	Přizpůsobování pracího cyklu množství a stavu prádla.	1	0.992	0
1004	Náročnější příprava kávy než kapsle.	0	0.998	1
1005	Při přidání hladiny vody prádlo opravdu krásně plave ve vodě.	1	0.996	0
1006	Takže mixuji i brzy ráno.	0	0.987	1
1007	Krátká přívodní hadice na vodu.	0	0.994	1
1008	Ale to jsem ještě nezkoušela.	1	0.964	0
1009	Oproti vitamix není tak kvalitní.	0	0.969	1
1010	Dlouhá doba praní bez ecotime.	0	0.533	1
1011	Skleněné regály umožňující lepší přehled.	1	0.996	0
1012	Pojezdovým kolečkům a úhlu natočení sací hlavy.	1	0.979	0
1013	Mixovací nože jsou napevno v nádobě.	0	0.997	1
1014	Ale co jsme začali dělat ovocné smoothie.	1	0.965	0
1015	Jen ta pěna mi ještě nejde pořádně udělat a tak nevím.	1	0.994	0
1016	Kterou si každý může navolit sám.	1	0.958	0
1017	Nešlo s tím nic dělat.	1	0.994	0
1018	Navíc s defomovanou gumou (stírátkem).	0	0.992	1
1019	Která se dá vydržet.	0	0.990	1
1020	Značně se tak zkrátila doba sušení v sušičce = úspora.	1	0.996	0
1021	Trošku hlučnější jen když si chci přichladit nápoje větrákem.	1	0.989	0
1022	Ale zároveň nevýhodu v tom.	0	0.947	1
1023	Ale očekával bych všude v lednici stejnou teplotu a ne rozpětí 5°c.	1	0.996	0
1024	Vysávač sa v tejto polohe zapne cca 10sek od zapnutia náradia.	1	0.996	0
1025	Pokud vysavač nad skvrnou chvíli podržíte.	1	0.996	0
1026	Čištění vysvače po vysávání.	0	0.992	1
1027	Na nerezu nejsou vidět otisky prstů.	1	0.989	0
1028	Stejně tak i zelené listy.	1	0.986	0
1029	Tekutina se při nalévání do šálků rozlévá.	0	0.993	1
1030	Kde slyšíte pouze 'přelevání   vody' - chladiva.	0	0.954	1
1031	Při praní tichá u sušení malinko hlučnější.	1	0.994	0
1032	Ale za to s výkonem.	1	0.989	0
1033	Kávovar je možné velmi zatížit ( připravujeme více než 50 káviček / den.	1	0.972	0
1034	Přihrádky ve dveřích se dají posunovat.	1	0.995	0
1035	Že může stát úplně u zdí.	1	0.993	0
1036	To vše přímo na madle - rukojeti.	1	0.827	0
1037	Snad jen že se musí držet zapnuté tlačítko při mixování a je dobré přidat více tekutiny na dobré rozmixování.	0	0.991	1
1038	Prádlo je vlhké až mokré.	0	0.998	1
1039	Četla jsem v recenzích stížnosti na hlučnost.	1	0.925	0
1040	Moc pěkná lednice a toho prostoru.	1	0.997	0
1041	Takze se da mixer zapnout i bez vlozene nadoby.	0	0.615	1
1042	Supr vec dve nadobky uzaviratelny na cesty.	1	0.900	0
1043	Lze podstavit pod desku.	0	0.994	1
1044	Tradiční nevýhody sáčkových vysavačů.	0	0.999	1
1045	Ale to jsem zatím nevyzkoušel.	1	0.956	0
1046	Nizsi cena oproti jinym znackovym.	1	0.988	0
1047	Pro upnutí držáku do přístroje je zapotřebí dost velké síly a není za co se zapřít.	0	0.996	1
1048	Takže vysavač při nabíjení neosvětluje celou místnost (konečně :-)).	1	0.991	0
1049	Bez vlivu na funkci.	0	0.984	1
1050	Že jsem po čtení recenzí očekávala zázrak.	0	0.997	1
1051	Je malí a vykony.	1	0.841	0
1052	Vysavače na 230v sají výrazně víc.	1	0.993	0
1053	Vložkou jsem nemohl ani boha po povolení vytrhnout z pračky.	0	0.993	1
1054	Díky eu nižší výkon sání než ten z roku 2010.	0	0.994	1
1055	Menší nádobka na vodu.	0	0.690	1
1056	Vypína sám při ukončení procesu překapávání.	1	0.994	0
1057	Navíc jsou mezi programy i funkce.	0	0.995	1
1058	Že mám napsat recenzi po čtrnáctidenním provozu!.	0	0.988	1
1059	Speciálně jsem se ptala.	0	0.989	1
1060	Ale stále v rozsahu 'běžná'.	0	0.969	1
1061	Lehce protéká - když není přesné množství vody (více.	0	0.998	1
1062	Zpracuje jen měkké ovoce.	0	0.923	1
1063	Chodí k nám návštěvy na kafe :d.	0	0.997	1
1064	Pořád je to sencor.	0	0.988	1
1065	Cz panel je plastový.	1	0.997	0
1066	Mám ho zatím krátce.	1	0.959	0
1067	Které ve skutečnosti chybí!!! v jiných produktech jsou běžně součástí ledničky!.	0	0.975	1
1068	Ale je to můj první ponorný mixér.	0	0.878	1
1069	Při smontování je opět potřeba více utáhnout.	0	0.978	1
1070	Vzadu gumová kolečka a vepředu uprostřed gumová kulička.	1	0.996	0
1071	Prach apod - nemusím měnit nástavec - dobrá drobnost.	1	0.992	0
1072	Stříbrné lišty na poličkách.	1	0.996	0
1073	Není madlo na přenášení (ale perfektně se s ním jezdí) a je lehký.	0	0.996	1
1074	Ale do obytné místnosti není.	0	0.996	1
1075	Ten to vzal halabala na hrubo.	1	0.994	0
1076	Že je tichá (39 db).	0	0.995	1
1077	Více než kompaktní rozměry.	1	0.992	0
1078	Ale ten jsem jeste nezkusil.	1	0.980	0
1079	Na lince vypadá skvěle.	1	0.995	0
1080	Kterou jsme měli 19.	0	0.981	1
1081	Velká váha pro tyčové provedení.	0	0.999	1
1082	Předpokládám životnost zlehka přes 2 roky.	0	0.990	1
1083	Pohárky zabírají hodně místa ve skříni.	0	0.995	1
1084	Škoda že není zdrsněný podstavec.	0	0.985	1
1085	Nízká teplota v mrazáku!!!  při teplotě na dig.	0	0.969	1
1086	Ale jen velmi málo.	1	0.936	0
1087	Moznost prehrati pri delsim pouziti.	0	0.999	1
1088	Kavovar nema zbytecne funkce a jednoduse se ovlada.	1	0.982	0
1089	Ale za kvalitu se platí.	1	0.992	0
1090	Možná až příliš mnoho příslušenství.	0	0.955	1
1091	Pěkně drží v ruce.	1	0.996	0
1092	Vyšší cena - čas ukáže.	0	0.997	1
1093	Dobře se z ní nalévá káva (narozdíl od konvice ze skla u tohoto typu kávovaru).	1	0.924	0
1094	Je sice slyšet o něco víc než moje původní lednice.	0	0.946	1
1095	Zpracování za tu cenu velmi špatné.	0	0.979	1
1096	Az na popsany problem jinak vse v poradku.	1	0.997	0
1097	Má v základu skrytou doplňkovou hubici 3v1 v těle vysavače.	1	0.997	0
1098	Ale bude to asi hodně tvrzený.	1	0.996	0
1099	Led světla na do cesty vysavače.	1	0.986	0
1100	Můj starý mixér od ety mi sloužil 36let.	1	0.968	0
1101	Objednávali jsme přímo přes heuréku a dorazily nám návody ve všech možných ruských/ukrajinských/polských jazycích.	0	0.994	1
1102	Nastavování parametrů lednice na dálku přes internetovou aplikaci - lednice je připojená k síti přes wifi.	1	0.996	0
1103	Mixér jede dál a jiskří v něm jako o život div že nevzplane.	0	0.990	1
1104	Ale i smotaný zavazí a padá z háčku.	0	0.998	1
1105	Pro jednoho člověka přesně to pravé.	1	0.992	0
1106	Vybrali jsme jinou značku a co se týče designu.	0	0.987	1
1107	Má to program i na odstranění zvířecích chlupů mám 2 pejsky tak je jich dost.	1	0.986	0
1108	Hluk na úrovni klasického mixéru.	1	0.986	0
1109	Nez u predchozi lednicky.	0	0.992	1
1110	Než se dle prvního dojmu zdá.	1	0.992	0
1111	Že málo vydrží a moc toho nenamixuje !!!.	0	0.807	1
1112	Vlhkost vypraného prádla záleží na otáčkách ždímání.	1	0.993	0
1113	Masivní (nevypadá jako plastová hračka jako ostatní).	1	0.994	0
1114	Zavírání lahviček! (není úplně nejlépe vymyšlené.	0	0.800	1
1115	Nemá to chybu a.	1	0.980	0
1116	V balíku byla velká díra.	0	0.998	1
1117	Jsme již jen dva.	1	0.953	0
1118	Netryská okolo při používání.	1	0.993	0
1119	Je velký a těžký.	0	0.999	1
1120	Fyzicky náročná na poskládání (komponenty do sebe nezapadají moc lehce).	0	0.998	1
1121	Mohla byť pribalená ešte jedna batéria.	1	0.997	0
1122	V těsnění zůstane jen velmi málo vody.	1	0.996	0
1123	Při provozu nic nerezonuje a neprodukuje nekulturní pazvuky.	1	0.996	0
1124	Proste clovek aby mel tabulku co se s cim da delat porad pred sebou.	0	0.984	1
1125	Má nízko otvor z něhož vychází káva.	0	0.998	1
1126	Ten jde oddělat jednoduše.	0	0.991	1
1127	Menší nádobka na vodu.	0	0.690	1
1128	Popis ovladaču na pračce.	0	0.995	1
1129	I keď horúca vyteká aj po jej zhasnutí).	0	0.988	1
1130	Místo v dveřním prostoru.	1	0.784	0
1131	Je potřeba se s ním naučit vysávát.	0	0.990	1
1132	Aby mohla lépe jíst syrové ovoce a zeleninu.	1	0.987	0
1133	Nutnost volit malou kávu a silnou chuť.	0	0.998	1
1134	Sestupná kvalita produktu v porovnání s předch.	0	0.963	1
1135	Program 20min ( ačkoliv někdy trvá i 30min :-d ).	1	0.836	0
1136	Po roce užívání v běžném domácím provozu vydrží cca 2 minuty.	0	0.836	1
1137	Trubky zajištěny při vysávání nevypadávají.	1	0.994	0
1138	Po tak krátké době nelze napsat zkušenosti s výrobkem.	1	0.997	0
1139	Omyvatelný výstupní hepa h13 filtr.	1	0.986	0
1140	Opravdu krátká doba praní.	1	0.983	0
1141	Hlučnější než jsem čekal.	0	0.994	1
1142	Že z něho bude lednice.	1	0.962	0
1143	Velkou výhodou je sběrná.	1	0.983	0
1144	Je to už asi pátý překapávač kávy.	1	0.992	0
1145	Plocha pro šálky se opravdu hned při prvním použití odře.	0	0.996	1
1146	Program na košile - 20 minut.	1	0.952	0
1147	Že je řádně ustavena.	0	0.995	1
1148	Nerad bych za 2 roky a 1 mesic kupoval novou nebo nechaval draze servisovat.	1	0.968	0
1149	Mrkev krájíme na kolečka cca 1 cm.	1	0.993	0
1150	Lednici mám kratkou dobu.	1	0.996	0
1151	Předností je výkon výrobku.	1	0.956	0
1152	Neoddělitelný box na ovoce a zeleninu.	0	0.999	1
1153	Na 550w neskutečně výkonný.	1	0.994	0
1154	Je vše v pořádku.	0	0.991	1
1155	Zboží mám velmi krátce.	1	0.988	0
1156	Moderní funkce (dětský zámek.	1	0.995	0
1157	Kterou semele do jedné kávy.	0	0.989	1
1158	Zapne se do zásuvky vysavače a ten se sepne ihned při řezání s přímočarou pilou.	1	0.993	0
1159	Jelikož máme 2 malé děti a tento problém je na denním pořádku.	1	0.997	0
1160	S kocicimi chlupy na sedacce si prilis neporadi.	0	0.990	1
1161	Dala do něj salam na rozsekaní.	0	0.996	1
1162	Při sušení (na ramínko) bylo prádlo suché.	1	0.990	0
1163	Který vůbec nezabírá vnitřní prostor chladničky.	1	0.948	0
1164	Že je vidět všechna nečistota k vysávání.	1	0.994	0
1165	Bylo pracné stále vytahovat klasický vysavač se šňůrou.	1	0.992	0
1166	Můžete si nastavit množství vody v jednotlivých nápojích - ale jakmile zvolíte nápoj a mele se  káva.	1	0.988	0
1167	Tvoří se námraza na zadní stěně.	0	0.995	1
1168	Už sa mi raz prevrátili.	0	0.988	1
1169	Nízké otáčky na max.	0	0.985	1
1170	Zatím žádná - používám krátce.	0	0.997	1
1171	Pokud je dobrá směs kávy.	1	0.989	0
1172	Nebo v sadě jak my.	0	0.900	1
1173	Trochu malá mraznička! ale je to vestavná lednice.	0	0.733	1
1174	Pokud odpovídá udávaná spotřeba.	1	0.984	0
1175	Vývod vzduchu směřovaný nahoru.	1	0.996	0
1176	Po opravě bez problémů.	0	0.967	1
1177	Mixování nápojů ok ale drcení leldu není 100%.	0	0.989	1
1178	Při pootevření lednice do cca 5cm ani nepípne.	0	0.923	1
1179	Kterými je vyháněn vzduch jsou nasměrovány tak.	1	0.961	0
1180	Menší miska má malinké přísavky a tak také velmi dobře drží.	1	0.963	0
1181	Není uvedena doba nabíjení.	0	0.992	1
1182	Je nutné ještě pro další snížení výkonu.	1	0.996	0
1183	Zvukový signál otevřených dveří.	1	0.996	0
1184	Výrobek zcela odpovídá požadavkům.	1	0.893	0
1185	Že nikde nebyl žádný úlomek.	0	0.938	1
1186	I když to šlo dobře dolů.	0	0.987	1
1187	Za ty penize to fakt stoji.	1	0.988	0
1188	Černá přívodní šňůra nabíjecího dílu je taky estetické'dílo'.	0	0.988	1
1189	Trochu hůře jdou otevírat dveře (dobře těsní).	0	0.981	1
1190	A u nás doma určitě zahálet nebude.	1	0.853	0
1191	Nádoba se při mixování povolí.	1	0.988	0
1192	Chladnička je jen menší.	0	0.813	1
1193	Ale není to nic zásadního - klidně i do bytu 1+1.	0	0.990	1
1194	Že jsem zatím vyzkoušela jen ponorný mixér.	0	0.997	1
1195	Je třeba nastavit vlastní kávu a pak již jen jedním tlačítkem a vždy skvělá.	1	0.992	0
1196	Nastavení úplně jednoduché jelikož přistroj ukazuje vše v češtině.	1	0.993	0
1197	Není automatické dávkování vody.	0	0.995	1
1198	Kam spadne použitá kapsle.	1	0.981	0
1199	Velkou výhodou jsou 3 lahve s uzávěrem.	1	0.986	0
1200	Po použití páry dlouho chladne.	0	0.999	1
1201	Ekologická zátěž z použitých kapslí (hliník).	0	0.999	1
1202	Výhodou je otočná mísa s průhledem.	1	0.995	0
1203	Vidíte zbývající čas do konce praní.	1	0.983	0
1204	V případě sání ploch - skvělé.	0	0.999	1
1205	Červená přívodní šňůra je naprosto příšerná.	0	0.998	1
1206	Menší mrazák než jsem čekal.	0	0.996	1
1207	Že je do zásuvky.	1	0.948	0
1208	S plnícím se sáčkem se mu také obvykle snižovala účinnost).	1	0.994	0
1209	Zatím moc neznam programy.	0	0.996	1
1210	Který není schopen provozu.	0	0.994	1
1211	Další předností je rychlé ohřátí.	1	0.990	0
1212	Neobvyklá barva pro lednici.	1	0.997	0
1213	Zatím o žádné nevíme.	1	0.988	0
1214	Ale už je zavěšený.	1	0.996	0
1215	Zatím nemám co napsat.	0	0.993	1
1216	Na trhu netypická konstrukce.	1	0.997	0
1217	Do dveří je možno přidat.	1	0.997	0
1218	Jak dobře saje a ještě ušetřím za posilovnu :d.	0	0.995	1
1219	Očekávala jsem lepší výkon při vysávání zvířecích chlupů.	0	0.997	1
1220	Napouštím vodu sprchou nebo nalévám konvicí.	0	0.993	1
1221	Zásobník na vodu se vytahuje dopředu.	1	0.990	0
1222	Není na každodenní vysávání.	0	0.986	1
1223	Je možno umístit mezi dvě skříně - na bocích nepotřebuje prostor.	1	0.997	0
1224	Že počkám než to odnesu.	0	0.971	1
1225	Relativně malý prostor mrazničky.	0	0.995	1
1226	I mne se obcas nepovede podle mych predstav.	1	0.997	0
1227	Nutné se někdy ohýbat.	0	0.983	1
1228	Popisky u displeje v českém jazyce !!!.	1	0.990	0
1229	Proto jsem zvolil tuto pračku i nyní.	0	0.993	1
1230	Že první použití s sebou nese nějaký čas.	0	0.990	1
1231	Zvládla jsem sama zapojit (na povolení transportních šroubů doporučuju pořídit nějaký aku-nástroj.	1	0.995	0
1232	S turbokartáčem to jde samo.	1	0.989	0
1233	Jsem zvědavý na trvanliovst.	0	0.987	1
1234	Lednice má hodně polic.	1	0.992	0
1235	Vysavač mám krátkou dobu.	0	0.980	1
1236	Chybí nastavení 'snadné žehlení' u vybraného typu.	0	0.995	1
1237	Při vysávání to nesmrdí.	1	0.967	0
1238	Příručky jsou v angličtině.	0	0.960	1
1239	Dlouhá výdrž nabití baterie na jedno nabití.	1	0.987	0
1240	V naší rodině se jedná již o čtvrtý přístroj stejného výrobce a typu.	1	0.996	0
1241	Je to bateriový vysavač.	0	0.830	1
1242	Protože pračka  po 6 vypráních nefunguje a tudíž motor bude jako nový i po sto letech.	1	0.993	0
1243	Pre prípad nutnosti existuje super frost funkcia aby rýchlejšie namrazila potraviny.	0	0.995	1
1244	Jinak o ni přijdete !!!.	1	0.993	0
1245	Častější konzumace kávy díky její jednoduché a rychlé přípravě.	0	0.995	1
1246	Přístroj má na vrchní části otvor na dolívání ingrediencí i.	1	0.973	0
1247	Trochu se chvěje i když je vestavná - ale zatím bez problému - máme zabudováno do kuchyňské linky cca měsíc.	0	0.995	1
1248	Více hlučnější než jsem očekávala.	0	0.987	1
1249	Návod na obsluhu málo konkretní ( obvzláště pro starší lidi ).	0	0.997	1
1250	Privodni kabel z jine strany.	0	0.997	1
1251	Osvětlení prostoru vysávání je sice výhoda.	1	0.981	0
1252	Na doma je to až moc velká 'škatule'.	0	0.932	1
1253	Zatím jsem na žádnou nepřišel.	0	0.930	1
1254	Co by se nedalo zvládnout.	0	0.890	1
1255	Kdy se i dost klepe.	1	0.993	0
1256	Mám pračku krátkou dobu.	1	0.991	0
1257	Nerezové provedení proti otiskům prstů.	1	0.996	0
1258	Lépe řešený zásobník pracího prostředku.	1	0.997	0
1259	Je to můj třetí kávovar.	1	0.943	0
1260	Strašný opruz sundávání trysky na mléko.	0	0.991	1
1261	Že jí není potřebné množství.	0	0.995	1
1262	Takže musím neustále čistit.	1	0.995	0
1263	Které v balení mělo být.	0	0.977	1
1264	Investice se vyplatí - máte dokonalý mixér.	0	0.998	1
1265	Chybi držák na vajíčka.	1	0.997	0
1266	Pouzit pouze jednou splnil ocekavání.	1	0.810	0
1267	Můžete si zkrátit délku programu (ale užije více vody) až na cca 1/3.	1	0.994	0
1268	Zásuvky na maso a zeleninu opravdu fungují.	1	0.995	0
1269	Jak dlouho pračka vydrží.	1	0.975	0
1270	Kdy člověk nemá tolik času na přípravu.	1	0.993	0
1271	Dílenské provedení rumunského výrobce na úrovni horší číny.	0	0.995	1
1272	Pokud jste jeste nikdy neměli kavovar mozna nebudete umět využít vse co přístroj umio.	0	0.573	1
1273	Máme jen keramickou dlažbu.	0	0.972	1
1274	Tím pádem se nemusí nic přelévat a rovnou se to uklidí do lednice.	1	0.992	0
1275	Že pochromovaná destička pod šálky  se brzy poškrábe.	1	0.996	0
1276	Mám ji teprve 14 dní.	0	0.812	1
1277	Svetla na velkej hlavici.	1	0.790	0
1278	Made in germany (no china).	1	0.618	0
1279	Vytírací váleček je jeden dlouhý.	1	0.995	0
1280	Možnost zkrátit prací programy.	1	0.990	0
1281	Má cyklónu na oddělení hrubších částí a kamínků.	0	0.997	1
1282	Šuplíky na ovoce a zeleninu jsou obrovské.	1	0.988	0
1283	Ale sekání ovoce a zeleniny trvá chvíli.	0	0.715	1
1284	Posílení motoru z 350w na 500w a další malá vylepšení.	1	0.994	0
1285	Vůbec o ní nevím :).	1	0.985	0
1286	Jiný rozměr než výrobce udává!!!.	0	0.999	1
1287	Provedeni lesk - zustavaji otisky.	0	0.990	1
1288	Že pak nemůžeme v noci spát.	0	0.772	1
1289	Kam by se dali všechny dózy umístit dohromady a byly pěkně na jednom místě.	0	0.976	1
1290	Že jim v obýváků přistává letadlo.	1	0.994	0
1291	Trvá déle než se pokrmy připraví.	0	0.927	1
1292	Jen mírně hlučný kompresor.	1	0.949	0
1293	Která vyteče do odkapávací plochy.	0	0.986	1
1294	Některé prádlo se při sušení mačká.	0	0.995	1
1295	Potřebuje vodu a elektřinu.	0	0.999	1
1296	Mizerný support na infolince zanussi.	0	0.999	1
1297	Může stát pod horní skříňkou.	1	0.815	0
1298	Metlicka pusobi velmi krehce (netroufam si s ni udelat vic nez snih z bilku nebo slehacku).	0	0.891	1
1299	Výrobce dodává náhradní těsnění.	1	0.987	0
1300	Teplota do 80 stupňů.	0	0.993	1
1301	Pokud je tam méně tekutiny (např.	1	0.989	0
1302	Ani žádný jiný prach!.	0	0.995	1
1303	Hlavně při ždímání (předešlá pračka zanussi byla téměř nehlučná).	0	0.996	1
1304	Který možná časem vychytáme delším používáním.	0	0.996	1
1305	Ale  za  tu  cenu  je to  super.	1	0.973	0
1306	Tak na koberci mám problém vysavač utáhnout.	1	0.996	0
1307	Možná bych volila o jednu skleněnou polici navíc.	1	0.996	0
1308	Používám ho každý den.	1	0.506	0
1309	Další nástavce jen na koberce.	1	0.984	0
1310	Velikou výhodou uzpůsobení délky pracího programu.	1	0.994	0
1311	Ale to mi nevadí :).	1	0.987	0
1312	Police u ventilátoru je rozpůlená na dvě části.	1	0.996	0
1313	Na koberce není moc k použití.	0	0.989	1
1314	Už tenkrát jsem měl raději připlatit a tak šetřít peníze abych po 3 letech nemusel kupovat znovu vysavač.	1	0.914	0
1315	Design lednice je uvnitř moc pěkný.	1	0.995	0
1316	Rozčiluje mě led osvětlení.	0	0.990	1
1317	Vzhledem k malým rozměrům koupelny optimální.	1	0.982	0
1318	Pračku máme nehnutě postavenou.	0	0.991	1
1319	Menší zásuvky na zeleninu.	0	0.994	1
1320	Výdrž baterie do tří let.	0	0.988	1
1321	Že jsem ho viděla u syna.	1	0.991	0
1322	Vaha pro manipulaci v mensich prostorech (kam pravdepodobne zbozi kupujete).	0	0.999	1
1323	Že ač výrobce snížil příkon.	1	0.997	0
1324	Program bavlna eko trvá téměř 4h.	0	0.998	1
1325	Ale pro pořádné chlapy.	1	0.874	0
1326	Časté proplachování zvyšuje spotřebu vody.	0	0.997	1
1327	Výrobků electrolux mám více.	1	0.709	0
1328	Protože nikde není upozornění na to.	0	0.979	1
1329	Ze suseni je max.	1	0.995	0
1330	Pokud si chci natočit vodu.	1	0.971	0
1331	Nastavení zapnutí / vypnutí.	1	0.644	0
1332	Respektive dají se vytáhnout celé.	0	0.979	1
